x,y,Ca,K,Fe,Zn,Cu,Mn,S,P,Cl,Si,Br,Sr
29,3,0.943,1.018,2.3,2.079,1.585,0.205,1.744,1.417,2.102,0.15,1.162,1.609
29,4,1.889,0.89,1.221,1.514,0.999,1.662,1.668,0.644,1.685,1.297,0.825,1.641
29,5,0.972,1.966,1.421,0.775,1.214,1.378,1.715,0.944,1.851,1.444,1.66,1.319
29,6,0.887,0.485,2.112,1.171,1.784,1.897,1.8,0.0,1.446,1.515,1.956,1.394
29,7,1.013,0.755,1.992,0.905,1.755,1.848,1.619,1.361,1.227,1.732,1.832,1.324
29,8,0.881,2.303,1.301,1.558,0.898,1.005,0.894,2.096,2.079,1.378,0.983,1.171
29,9,2.317,0.889,1.119,1.766,1.763,1.214,0.851,1.8,1.366,1.275,0.898,1.816
29,10,1.596,0.828,1.702,0.575,0.779,0.322,1.013,0.992,0.0,1.03,1.342,1.024
29,11,1.5,1.038,1.322,1.224,1.166,0.744,0.299,1.947,1.962,1.325,1.023,1.85
29,12,1.464,1.089,1.373,1.365,1.202,1.491,0.568,2.116,0.653,1.385,1.195,1.619
29,13,1.304,0.679,1.538,1.577,2.26,2.059,1.554,0.688,2.03,1.422,2.451,1.322
29,14,1.192,1.856,1.776,0.554,1.076,0.668,1.751,1.618,0.914,2.398,0.848,1.627
29,15,10.752,6.786,1.49,4.872,1.745,1.857,8.466,4.066,3.888,1.011,2.731,2.205
29,16,10.123,6.691,1.415,4.404,1.214,2.878,8.001,5.496,3.264,0.994,2.947,3.605
29,17,10.877,6.969,1.023,4.651,1.739,3.508,7.535,6.888,5.317,0.948,3.512,2.806
29,18,13.358,6.478,1.208,3.649,0.425,3.168,8.847,4.121,3.677,1.657,1.562,3.685
29,19,10.506,7.013,1.94,3.543,0.624,2.92,6.235,3.574,5.466,0.585,3.291,1.426
29,20,10.95,7.044,0.479,4.536,1.124,2.656,6.327,5.807,2.333,0.832,1.705,2.437
29,21,12.022,6.563,1.499,3.521,1.021,2.932,6.196,5.976,4.057,0.778,2.866,3.546
29,22,10.274,4.216,1.98,4.112,1.39,2.389,5.899,6.031,4.919,0.415,2.443,2.979
29,23,10.604,11.069,7.734,13.391,3.165,3.527,7.398,9.865,3.345,1.469,2.664,3.95
29,24,11.428,11.662,6.171,13.434,3.541,1.742,6.153,11.986,3.268,1.823,3.654,4.125
29,25,12.883,14.132,6.889,11.671,4.758,3.171,5.284,11.445,4.85,0.658,3.668,3.67
29,26,10.894,10.865,7.596,13.697,3.353,2.921,6.272,9.637,5.641,1.038,2.992,2.795
29,27,13.15,10.204,8.751,9.983,3.487,3.213,7.669,9.623,3.588,2.048,2.291,1.808
29,28,9.996,4.716,1.295,6.307,0.961,2.172,5.456,5.265,5.231,1.153,2.283,3.679
29,29,10.338,7.071,1.712,3.977,1.611,2.425,8.552,5.928,4.338,0.617,1.543,3.014
29,30,10.215,6.165,1.564,4.938,1.745,2.269,5.129,4.805,4.295,1.73,3.845,4.104
29,31,9.731,7.014,1.502,3.811,0.372,2.089,8.199,4.415,4.781,0.982,3.021,3.624
29,32,9.181,6.57,1.552,4.387,1.86,2.41,6.609,4.661,4.734,0.686,2.017,3.717
29,33,10.517,5.077,1.512,4.093,1.444,2.551,6.11,6.617,3.456,1.664,2.922,3.361
29,34,13.224,4.479,1.798,4.649,1.203,3.395,8.003,6.54,5.348,0.358,2.536,2.22
29,35,10.721,6.367,0.601,5.023,0.315,3.637,7.776,5.252,2.733,1.217,2.89,4.294
29,36,1.161,0.945,1.065,1.876,1.314,1.719,1.847,0.982,1.596,0.502,0.713,1.893
29,37,10.326,1.952,1.267,1.042,1.001,5.639,4.453,1.711,6.22,1.244,6.486,0.503
29,38,9.907,1.073,2.181,0.592,1.888,4.443,5.286,1.011,8.839,1.517,9.154,0.823
29,39,9.964,1.633,1.583,1.526,1.447,6.017,6.143,0.208,5.24,1.585,7.879,1.072
29,40,9.974,1.706,1.753,2.17,1.47,5.955,5.546,0.731,6.505,0.705,9.616,1.229
29,41,10.169,0.808,0.777,1.366,0.755,4.927,5.927,1.468,5.461,0.367,7.057,1.06
29,42,8.522,0.983,2.218,1.1,1.16,5.957,3.457,1.858,8.722,1.69,7.536,1.735
29,43,9.421,1.392,0.809,1.15,1.172,5.098,6.048,1.275,5.388,0.995,8.384,1.073
29,44,9.318,1.436,0.063,0.753,1.243,5.522,6.465,2.081,6.817,1.253,7.347,0.587
29,45,9.056,1.203,1.247,1.093,2.137,5.152,5.463,1.027,5.632,1.503,10.132,0.963
29,46,7.409,1.821,1.509,1.179,1.889,5.055,4.36,0.766,6.799,1.509,6.241,0.529
29,47,6.712,1.159,1.633,0.478,0.887,5.01,7.002,0.18,6.122,0.707,9.328,1.018
29,48,9.499,1.223,1.427,1.868,1.731,6.287,3.988,1.124,6.15,1.951,6.512,1.088
29,49,1.78,1.625,0.778,2.357,1.248,1.622,0.485,0.793,1.173,1.345,1.854,1.203
29,50,1.131,2.559,2.056,1.747,0.594,1.689,1.18,1.3,1.508,1.952,1.528,0.926
30,1,1.05,1.207,1.757,1.314,2.343,0.905,1.199,1.935,1.221,1.074,1.898,0.564
30,2,0.282,1.634,1.581,1.556,1.435,0.405,1.731,0.786,1.635,0.903,0.756,1.134
30,3,0.325,1.556,1.134,0.867,1.615,1.025,1.259,0.907,1.553,1.557,1.92,1.3
30,4,0.78,0.611,0.973,1.271,0.907,1.818,0.837,0.836,1.987,1.178,0.819,2.223
30,5,0.923,1.509,1.894,1.756,1.091,1.459,1.118,1.527,1.651,1.53,0.909,1.624
30,6,0.605,1.832,1.374,0.326,1.15,0.732,0.459,1.499,0.511,0.452,0.392,1.467
30,7,0.77,0.846,1.475,0.763,2.38,0.988,1.979,0.461,0.422,0.689,1.223,0.924
30,8,2.025,1.958,1.375,0.729,1.812,1.717,0.711,1.827,0.905,2.173,0.614,0.654
30,9,2.117,1.744,1.919,1.696,2.747,1.136,0.532,1.436,1.094,1.697,0.521,0.536
30,10,1.376,0.859,1.645,0.87,1.019,1.029,1.658,2.071,1.678,1.138,1.718,1.489
30,11,1.575,1.307,1.969,1.372,1.188,1.522,0.563,1.117,1.429,1.208,0.867,0.703
30,12,1.56,0.63,0.723,1.627,1.241,1.378,1.691,0.398,0.692,1.791,1.438,0.672
30,13,1.886,1.1,1.834,0.6,2.21,0.926,1.338,0.527,0.727,0.604,0.902,0.936
30,14,2.094,1.078,0.765,1.395,1.416,2.271,1.023,0.859,1.254,1.564,1.832,1.472
30,15,10.922,6.497,0.965,3.26,0.79,2.563,7.358,4.945,4.127,1.136,2.722,1.735
30,16,12.407,4.598,1.399,4.034,0.86,3.227,6.676,5.485,4.214,0.743,2.861,4.523
30,17,10.617,6.63,2.395,3.366,0.845,3.126,4.957,6.804,3.331,1.47,4.145,3.185
30,18,9.048,3.922,1.24,4.144,1.627,2.756,5.01,4.5,3.718,1.55,2.481,2.518
30,19,13.148,4.804,0.376,2.772,1.149,3.185,4.776,5.182,4.334,1.595,2.737,2.694
30,20,9.822,6.324,1.469,4.147,0.551,3.101,5.409,5.602,4.296,0.817,2.498,4.257
30,21,12.017,5.345,1.958,5.145,1.389,3.643,6.792,4.771,4.595,1.823,2.718,4.398
30,22,10.306,10.358,7.447,11.599,3.782,2.99,5.795,9.475,4.836,2.01,2.794,3.634
30,23,12.289,11.797,6.844,12.658,2.686,2.489,7.744,8.32,1.945,0.894,1.272,4.316
30,24,12.806,11.282,5.73,10.764,3.894,3.553,6.076,11.577,3.374,1.164,3.053,4.162
30,25,13.214,12.918,5.769,14.316,3.387,2.496,5.996,12.041,4.16,1.684,3.24,3.546
30,26,11.771,15.129,7.29,14.447,5.091,2.634,7.69,9.023,3.245,0.273,2.838,3.131
30,27,10.915,11.906,7.315,12.772,3.191,3.697,4.559,12.77,4.15,1.406,2.473,2.745
30,28,13.255,13.242,6.857,10.757,3.271,3.324,5.193,9.23,5.001,0.0,3.267,1.835
30,29,13.227,5.609,1.61,3.483,0.646,2.177,6.537,6.351,4.191,2.624,2.881,3.194
30,30,12.491,6.021,1.798,2.75,1.378,1.755,5.163,4.939,4.061,1.27,2.612,4.245
30,31,9.387,4.879,0.59,4.564,1.542,2.728,5.404,5.567,4.647,0.276,2.401,2.714
30,32,11.473,5.813,2.519,3.284,0.701,2.673,6.649,6.167,4.388,1.414,2.112,3.047
30,33,11.389,4.756,1.452,3.097,1.071,2.984,7.028,5.408,3.935,1.706,1.384,2.997
30,34,13.893,3.307,0.653,5.018,2.045,2.43,6.957,4.007,5.162,1.176,2.417,2.465
30,35,13.541,7.688,1.034,4.096,1.415,3.675,7.769,4.365,3.131,0.515,2.589,3.704
30,36,0.85,2.383,0.613,2.286,1.613,1.879,0.785,1.668,1.876,1.9,0.9,0.704
30,37,8.518,1.743,1.573,0.972,0.866,4.318,6.157,1.313,6.948,1.089,7.245,0.934
30,38,9.148,0.952,1.289,1.676,1.485,4.858,5.108,1.454,6.763,0.46,7.847,0.954
30,39,6.715,2.598,0.921,1.763,1.712,4.926,4.64,0.331,6.241,0.655,7.475,1.138
30,40,8.392,0.618,0.644,0.741,0.789,5.889,6.423,2.357,7.259,0.987,7.17,1.523
30,41,7.795,1.146,2.054,1.659,0.714,5.243,5.626,0.546,6.461,0.855,9.217,1.467
30,42,7.759,1.644,0.513,1.583,0.781,5.88,5.717,1.346,6.234,0.938,6.257,0.771
30,43,7.818,0.448,1.074,1.407,1.539,4.98,5.159,1.875,5.859,0.688,9.535,0.976
30,44,8.656,1.084,1.614,1.36,0.508,4.213,6.03,1.544,7.686,1.834,7.457,1.096
30,45,9.714,2.051,0.343,1.326,0.963,4.808,4.846,0.803,8.573,1.892,9.67,1.794
30,46,10.137,0.757,1.178,1.521,1.458,4.407,5.75,0.667,6.708,0.451,8.659,1.28
30,47,10.166,1.246,0.289,1.08,1.782,4.188,4.842,1.937,6.003,1.347,8.68,0.468
30,48,8.835,1.206,1.092,1.625,1.846,5.205,4.716,0.638,6.225,1.096,5.944,1.797
30,49,1.609,1.443,0.616,1.83,1.662,1.666,2.194,2.123,0.25,1.878,0.752,2.331
30,50,1.938,1.0,1.625,0.825,1.256,0.0,1.433,1.332,1.189,1.622,2.331,1.526
31,1,1.186,2.167,2.131,1.195,1.436,2.049,0.792,2.142,1.329,1.21,2.031,1.466
31,2,0.984,1.911,1.39,0.552,1.915,0.923,1.617,1.528,1.799,1.146,0.911,1.898
31,3,1.517,1.923,1.704,1.229,1.25,1.939,0.747,1.288,0.109,1.247,1.217,1.276
31,4,0.462,0.499,1.449,1.462,2.216,0.944,0.0,1.103,0.92,2.125,2.065,1.147
31,5,1.04,0.615,1.018,1.463,1.031,1.727,0.764,0.851,1.314,1.72,1.056,1.126
31,6,1.415,1.859,1.719,1.142,1.758,0.195,0.278,0.938,1.668,0.291,1.066,1.138
31,7,0.645,1.077,0.744,1.319,1.85,0.76,2.36,1.52,1.089,0.778,1.233,1.111
31,8,1.658,0.928,1.56,0.913,0.614,1.443,1.518,0.904,0.918,1.707,1.929,0.654
31,9,1.527,0.69,0.809,1.626,1.268,1.052,0.454,1.201,1.347,1.384,1.907,1.513
31,10,0.388,1.759,1.012,1.422,0.741,1.404,2.318,0.882,1.827,1.394,1.312,1.471
31,11,0.608,1.456,1.324,1.443,0.57,1.123,0.619,1.225,1.692,1.545,0.489,2.121
31,12,1.21,1.457,1.02,0.711,0.913,1.643,2.152,1.641,1.419,1.838,1.532,1.27
31,13,1.272,0.516,1.668,1.54,2.405,2.212,0.251,0.292,0.839,1.524,1.795,1.304
31,14,9.187,6.423,2.116,3.954,1.799,1.555,5.536,5.323,4.009,0.88,4.055,3.771
31,15,12.532,7.653,1.675,3.603,1.488,2.495,5.275,5.433,4.347,0.521,2.849,4.136
31,16,10.14,5.262,1.846,5.246,0.945,3.446,7.074,5.75,3.915,1.282,2.756,2.637
31,17,11.053,7.626,1.046,4.568,0.98,3.346,6.631,4.524,4.157,0.76,3.115,2.851
31,18,10.449,6.726,2.255,3.991,0.787,3.579,7.391,4.299,4.481,0.716,3.001,3.246
31,19,12.582,4.854,0.964,3.339,0.699,1.618,5.115,5.823,4.415,0.735,2.411,3.024
31,20,9.185,6.623,1.995,4.958,1.295,1.812,7.169,4.956,4.377,1.012,1.479,2.854
31,21,8.526,12.454,6.405,11.776,4.405,1.47,9.128,9.77,5.326,1.616,2.218,3.188
31,22,11.605,12.089,8.264,9.14,4.532,3.228,6.089,11.84,4.432,1.243,2.727,2.211
31,23,13.064,13.453,6.491,11.598,4.426,2.873,6.58,11.982,3.69,0.995,1.992,2.941
31,24,11.129,11.163,7.66,12.232,4.304,3.057,6.636,10.337,4.36,0.357,2.523,2.555
31,25,12.143,13.215,5.136,14.135,4.857,2.433,7.258,11.95,5.62,1.548,2.736,3.03
31,26,11.83,12.82,5.435,11.887,4.501,2.971,5.013,10.049,4.731,0.916,2.713,4.217
31,27,9.563,14.545,6.088,13.266,4.125,2.023,5.831,9.63,2.915,2.371,2.713,4.213
31,28,10.366,14.55,6.804,11.069,3.963,2.56,8.271,11.397,3.497,2.428,1.623,4.226
31,29,12.159,14.088,8.404,12.739,4.311,2.427,7.242,11.446,3.97,1.19,3.071,2.212
31,30,9.662,7.174,0.755,3.523,1.134,2.452,7.886,5.992,4.245,1.421,3.097,3.989
31,31,11.804,3.761,0.804,4.576,1.398,2.878,7.91,5.696,4.303,1.861,2.803,3.678
31,32,13.277,5.333,1.221,4.458,1.674,2.113,5.295,4.335,3.194,1.335,3.134,2.81
31,33,11.564,6.76,1.036,3.791,1.441,3.102,7.704,5.322,4.315,1.321,2.725,4.426
31,34,10.346,5.324,0.384,4.022,0.853,1.989,7.994,4.735,5.69,0.908,2.766,4.11
31,35,13.5,6.29,1.638,5.608,0.266,2.878,6.849,5.294,5.166,0.762,2.859,1.801
31,36,10.119,3.814,1.584,4.152,1.643,3.045,6.628,4.935,5.228,1.103,2.269,4.81
31,37,8.366,0.257,0.925,1.671,1.26,4.541,5.527,2.089,8.008,0.276,8.281,1.54
31,38,8.388,0.874,1.041,1.606,1.161,4.391,4.896,1.739,7.322,1.798,8.9,1.902
31,39,7.207,0.802,0.521,0.864,1.052,5.188,4.044,1.291,6.277,1.378,7.419,2.154
31,40,9.801,1.444,2.201,1.291,0.458,5.116,4.672,0.845,5.865,1.592,7.418,2.271
31,41,9.427,2.051,1.48,1.451,0.463,5.136,5.94,0.985,6.852,1.172,9.302,1.869
31,42,10.658,1.92,1.162,1.87,1.801,4.897,5.452,1.546,4.909,1.429,9.347,1.867
31,43,10.078,1.611,0.722,1.276,1.669,6.041,3.843,0.746,6.801,1.316,9.854,2.033
31,44,9.298,1.415,0.689,1.882,1.182,5.128,5.799,2.389,7.549,1.088,7.815,1.174
31,45,10.103,0.955,1.143,1.622,0.789,4.46,6.764,1.57,7.402,1.78,6.809,0.992
31,46,9.838,0.632,0.848,1.318,0.373,5.153,6.31,0.787,7.235,1.897,8.158,0.267
31,47,7.576,0.311,1.36,2.079,1.6,4.652,4.39,0.826,5.805,0.953,6.256,1.738
31,48,10.11,1.261,1.26,0.974,1.439,4.994,6.634,1.84,7.575,1.583,9.381,0.534
31,49,0.968,1.164,0.931,2.198,0.986,1.497,1.126,1.049,1.534,1.748,2.028,0.713
31,50,1.532,1.396,1.977,0.823,0.339,1.566,1.501,1.314,0.646,1.625,1.74,1.434
32,1,1.773,1.827,0.618,1.521,1.552,1.44,0.9,2.074,0.936,1.044,0.691,2.021
32,2,1.384,1.57,1.043,0.867,1.243,2.471,0.858,1.74,0.968,1.668,2.072,0.595
32,3,1.797,1.054,1.726,1.803,0.665,0.439,0.664,0.395,0.919,1.308,1.411,1.659
32,4,0.958,0.776,0.939,1.316,1.689,0.463,1.331,0.806,2.082,0.972,0.608,0.986
32,5,1.244,1.205,1.226,0.794,0.269,1.978,1.622,1.332,0.501,1.285,0.819,1.695
32,6,1.757,1.104,1.629,0.767,1.276,1.745,1.46,1.037,1.833,1.371,1.999,0.809
32,7,0.789,1.096,2.127,1.86,1.242,2.049,1.66,1.842,1.192,0.964,1.528,1.173
32,8,1.644,0.878,0.55,1.705,1.915,1.897,2.142,0.937,1.452,1.467,0.946,1.18
32,9,1.335,1.225,1.155,1.713,1.074,0.834,1.163,1.838,0.519,0.816,1.354,0.092
32,10,2.047,0.654,0.63,2.015,0.245,1.481,0.329,1.883,1.259,0.675,1.094,1.771
32,11,1.806,1.16,1.972,1.112,1.307,1.929,1.5,0.823,0.789,0.522,1.059,1.789
32,12,1.751,0.659,0.785,0.931,1.793,2.052,1.169,1.497,0.539,1.766,1.417,1.251
32,13,2.144,1.304,2.487,1.038,1.077,0.408,0.409,1.105,0.948,1.466,0.887,1.312
32,14,13.873,7.228,1.485,5.19,1.814,2.731,6.996,4.992,4.606,1.585,2.847,3.639
32,15,10.42,7.253,0.733,4.872,1.65,3.089,6.848,5.382,4.363,1.229,4.062,2.68
32,16,9.5,5.513,0.946,4.347,0.517,1.953,5.479,5.631,4.549,0.976,3.064,3.953
32,17,11.628,6.571,1.486,3.43,1.068,3.528,7.885,5.416,3.059,0.678,3.206,3.35
32,18,13.208,6.215,1.44,2.434,1.359,2.699,6.116,5.326,3.945,2.081,2.377,3.952
32,19,11.737,5.451,2.292,4.364,0.818,2.904,5.984,4.162,5.457,0.681,3.108,3.176
32,20,10.382,5.252,1.708,3.295,1.105,2.746,6.002,4.885,4.371,0.238,2.893,3.458
32,21,12.493,13.003,8.53,12.085,3.662,2.805,5.069,12.821,3.374,1.403,2.844,3.65
32,22,13.14,14.577,6.818,11.454,4.497,2.883,7.911,11.482,4.043,0.768,4.526,3.186
32,23,11.874,15.263,8.093,11.162,4.374,2.598,7.366,11.598,3.989,0.793,2.856,3.096
32,24,8.886,11.891,7.985,14.232,3.466,2.538,7.15,9.18,5.264,1.094,1.792,3.558
32,25,9.711,12.56,7.021,12.926,4.229,1.747,5.583,10.044,4.412,2.021,2.885,4.181
32,26,13.709,11.436,6.473,12.965,4.082,3.103,7.849,9.165,4.673,2.118,3.418,3.241
32,27,10.495,11.95,7.168,10.379,2.684,3.853,7.505,10.042,3.77,0.647,3.85,3.858
32,28,11.354,12.363,8.245,11.52,3.549,2.818,5.642,10.343,5.302,1.421,2.952,3.015
32,29,12.886,12.206,8.2,14.435,4.089,2.507,7.295,12.458,5.206,1.697,3.456,4.384
32,30,12.304,6.869,1.185,4.831,0.474,2.785,7.285,5.582,3.865,0.836,3.455,5.002
32,31,10.987,6.013,2.166,4.594,1.343,2.548,5.804,4.133,3.922,1.944,1.647,3.326
32,32,9.284,4.233,0.083,4.462,2.173,2.79,5.865,4.615,3.809,0.808,2.903,3.546
32,33,11.736,4.705,1.526,3.552,1.169,3.165,6.914,4.051,4.296,0.736,2.384,4.467
32,34,10.878,7.384,1.16,3.982,1.143,3.14,8.078,6.564,3.991,1.293,3.304,4.112
32,35,10.163,7.057,0.824,3.879,1.488,2.79,8.879,3.619,2.636,1.781,2.397,2.517
32,36,10.044,6.725,1.069,4.193,2.339,1.931,5.958,5.878,4.542,0.463,4.025,3.766
32,37,10.756,1.031,2.452,2.015,0.879,4.624,5.686,1.964,5.763,1.96,7.014,1.135
32,38,8.896,0.226,0.361,2.58,0.628,5.464,5.507,1.399,6.864,1.252,8.787,1.903
32,39,9.133,1.885,1.018,1.068,2.51,6.182,6.256,2.007,6.806,0.581,8.092,1.183
32,40,6.559,0.214,1.816,1.697,0.769,5.094,5.036,1.822,6.116,1.3,7.002,2.249
32,41,7.334,0.979,0.465,1.798,1.27,6.091,4.383,0.68,6.37,0.658,8.624,0.79
32,42,10.952,1.157,1.399,1.124,1.786,6.14,5.277,0.922,8.749,2.115,6.754,1.097
32,43,7.505,0.615,1.498,0.731,1.26,5.117,6.434,1.481,4.929,1.797,6.518,1.098
32,44,6.558,1.288,0.55,1.375,1.113,3.823,5.287,1.208,7.969,1.033,9.278,0.481
32,45,7.936,0.879,0.991,1.864,0.852,5.401,5.299,0.976,7.854,1.551,6.699,1.125
32,46,9.173,0.683,1.072,1.648,2.039,3.773,4.211,0.512,5.506,1.746,9.534,0.394
32,47,7.44,0.433,1.183,1.643,0.834,5.44,4.078,0.874,6.226,0.964,9.037,1.489
32,48,8.806,1.611,0.988,0.714,1.659,6.019,4.701,0.379,8.436,1.237,7.491,0.758
32,49,1.401,1.805,0.0,0.627,1.795,0.461,1.53,1.639,1.52,1.844,1.589,1.181
32,50,1.694,1.16,1.923,1.895,1.217,0.835,0.899,1.779,1.926,0.268,0.313,1.367
33,1,1.796,1.34,1.591,0.807,1.507,0.738,0.636,1.87,0.96,1.516,1.167,1.263
33,2,1.668,0.823,0.949,1.728,1.179,0.738,0.935,2.328,1.485,1.45,1.198,1.187
33,3,0.322,0.792,1.39,0.98,0.248,1.919,0.868,1.4,1.725,1.237,0.057,0.825
33,4,0.499,2.023,0.351,0.584,0.767,0.973,1.536,1.279,1.708,1.706,0.961,1.117
33,5,1.614,1.692,1.793,0.71,1.417,0.689,0.809,1.588,0.508,1.779,1.345,1.755
33,6,1.49,1.068,1.751,1.643,1.883,0.831,1.055,1.328,1.638,0.963,1.056,1.265
33,7,1.169,1.711,0.468,1.51,1.444,2.43,1.702,1.817,0.53,0.601,0.976,1.779
33,8,1.588,0.832,0.754,0.573,1.702,1.692,2.604,0.941,1.746,1.883,2.081,0.471
33,9,1.234,1.213,1.525,2.287,1.253,1.995,0.645,0.961,1.31,1.723,2.706,0.704
33,10,0.27,1.713,1.211,1.351,1.305,1.095,1.097,0.6,1.628,1.123,1.727,1.434
33,11,0.632,1.32,0.397,0.776,2.214,0.676,1.196,2.032,1.101,1.496,0.541,2.092
33,12,2.339,2.079,1.284,0.774,0.883,0.818,0.568,1.139,1.483,0.031,1.564,1.537
33,13,2.101,1.647,1.434,0.949,2.06,0.507,2.146,1.881,2.106,0.633,2.066,1.725
33,14,10.157,5.97,1.096,4.341,2.316,1.96,5.915,6.254,3.642,0.438,1.853,2.418
33,15,11.002,7.031,2.138,2.172,1.585,3.693,6.286,6.735,3.557,1.826,2.433,3.019
33,16,9.71,3.91,1.809,5.001,0.984,3.058,5.358,4.521,4.575,0.916,1.965,3.615
33,17,11.426,4.71,1.929,5.537,1.387,3.035,5.302,6.367,4.041,2.035,3.574,3.012
33,18,9.776,7.241,0.561,5.258,2.199,2.5,6.644,5.319,3.59,1.63,3.158,2.449
33,19,9.892,6.652,0.738,3.353,2.024,2.612,6.962,5.956,3.807,1.196,3.268,2.991
33,20,10.19,10.819,5.499,14.26,4.828,2.295,5.57,9.212,5.216,0.355,3.119,2.709
33,21,9.536,11.435,7.226,10.799,4.629,2.192,7.539,10.791,4.148,1.069,2.056,2.868
33,22,12.119,13.242,5.817,13.496,4.213,3.718,5.994,11.137,3.419,1.185,2.784,2.516
33,23,10.254,12.189,6.932,10.36,3.726,3.485,5.692,12.001,3.849,1.329,2.61,2.801
33,24,11.838,12.989,6.826,14.405,3.091,3.005,5.161,10.236,3.465,0.806,3.537,3.527
33,25,10.77,11.06,5.891,13.218,3.296,2.425,5.914,10.066,4.869,0.519,2.753,1.949
33,26,10.717,13.269,6.421,13.077,4.882,2.955,6.032,12.84,5.458,0.988,2.743,3.872
33,27,11.977,9.748,5.606,13.916,3.726,2.168,6.833,9.085,4.786,0.766,2.051,3.158
33,28,11.504,9.758,7.081,12.889,3.825,2.427,6.037,10.58,4.682,1.788,2.399,4.531
33,29,11.676,14.245,5.943,11.887,4.935,3.319,6.842,9.402,3.729,0.206,2.984,2.763
33,30,11.146,11.451,8.061,13.937,3.593,3.004,5.805,8.93,4.808,0.943,2.006,2.122
33,31,12.278,4.582,1.237,4.028,1.864,3.032,7.591,5.57,4.888,0.805,2.013,2.99
33,32,11.486,5.426,1.501,4.151,1.664,2.843,6.878,3.858,3.939,0.613,2.666,3.946
33,33,9.736,7.478,0.933,5.152,0.38,2.037,5.705,3.521,4.171,1.73,2.794,3.643
33,34,9.921,5.471,0.889,3.808,0.744,3.277,7.327,4.279,3.365,1.723,2.969,1.588
33,35,12.032,5.484,2.134,4.376,1.838,2.486,7.724,4.865,5.347,1.882,2.704,4.407
33,36,13.217,6.318,0.912,4.421,1.07,3.62,8.243,6.141,4.249,1.428,2.249,3.851
33,37,9.468,1.362,1.615,0.767,1.549,4.741,5.1,0.706,9.039,0.903,9.519,1.254
33,38,8.957,1.245,1.4,1.282,0.939,4.196,6.12,1.904,5.564,1.555,8.723,1.557
33,39,9.399,0.266,0.88,1.813,0.659,5.959,6.177,0.45,7.139,1.677,10.286,1.435
33,40,7.853,0.946,0.593,1.212,0.773,3.146,6.769,2.191,7.196,1.577,7.667,0.896
33,41,7.852,1.61,0.876,1.511,2.145,5.691,6.04,0.407,5.895,1.365,10.671,0.792
33,42,8.474,1.16,0.44,1.231,1.608,5.462,5.929,1.764,6.238,1.057,10.363,0.934
33,43,8.044,0.896,1.446,1.718,0.0,4.615,6.115,1.624,5.967,0.477,7.368,1.209
33,44,7.645,2.104,1.937,1.116,1.022,5.044,6.198,1.261,6.595,1.352,8.302,1.047
33,45,8.16,1.698,0.253,1.143,1.695,5.47,5.539,0.273,6.452,1.992,9.528,1.952
33,46,8.913,1.631,0.447,1.269,1.235,5.264,5.718,0.828,7.578,0.412,6.677,1.38
33,47,8.591,1.818,2.171,2.416,1.161,5.1,5.276,0.653,6.509,1.298,9.616,0.466
33,48,8.208,1.993,1.395,1.758,2.558,5.423,4.743,1.988,7.969,0.99,7.627,1.571
33,49,1.259,1.472,0.848,1.595,1.624,0.61,1.513,1.661,2.552,1.24,0.693,0.495
33,50,0.893,0.966,1.177,1.658,2.1,1.229,1.108,0.444,1.426,1.833,1.69,1.378
34,1,1.421,1.823,1.708,1.302,0.545,0.682,0.604,1.535,1.256,0.776,0.742,1.049
34,2,0.894,0.887,0.908,1.192,1.301,1.342,0.89,2.181,1.281,1.443,0.749,0.827
34,3,0.868,1.043,1.561,1.509,0.1,1.074,1.139,1.758,1.814,1.067,1.566,0.723
34,4,1.049,0.495,0.882,1.799,1.198,0.834,0.676,1.776,0.691,2.083,1.44,1.34
34,5,1.646,0.458,1.429,1.128,1.755,0.814,1.719,1.712,1.197,0.767,0.905,2.504
34,6,0.843,1.477,2.18,0.069,1.72,1.483,1.529,0.7,2.07,1.04,1.311,1.991
34,7,1.307,0.723,0.569,2.171,1.094,0.906,2.057,1.531,1.131,1.829,0.811,0.248
34,8,0.761,1.218,1.801,1.453,1.628,2.173,0.909,1.292,1.025,1.488,1.011,0.9
34,9,0.421,1.093,1.114,1.771,1.771,2.373,0.651,0.7,0.378,1.817,0.571,1.033
34,10,1.47,0.751,1.7,1.148,1.478,0.584,0.813,1.043,1.636,1.029,1.337,0.642
34,11,1.387,0.8,0.908,0.99,2.079,1.415,1.838,1.573,0.955,2.211,1.702,0.971
34,12,2.202,1.658,1.8,2.052,2.28,1.037,1.674,0.765,1.332,1.216,1.592,0.553
34,13,0.316,1.096,1.078,1.384,0.988,2.135,2.306,0.696,1.851,1.436,1.643,0.876
34,14,12.397,5.455,1.501,5.335,1.926,2.693,7.051,7.095,4.035,1.934,2.992,4.359
34,15,12.5,6.878,2.12,3.93,0.0,2.815,8.289,5.702,4.802,0.438,3.223,2.65
34,16,11.924,6.854,1.409,5.439,0.142,1.757,5.568,4.494,5.281,1.07,2.946,4.706
34,17,10.556,5.002,1.87,4.434,1.366,3.388,7.532,6.057,4.369,1.464,2.464,4.277
34,18,9.295,7.139,1.106,4.37,1.043,3.276,5.602,4.559,3.662,0.971,2.706,4.385
34,19,13.428,7.243,0.596,3.366,0.505,2.486,5.861,5.832,5.18,1.747,1.369,4.663
34,20,11.78,12.587,4.248,12.69,5.443,3.341,8.679,9.754,5.707,2.37,2.817,2.606
